ROW,THUMBNAIL,CATEGORY,SET,YEAR,FILE_ID,FILE_NAME,STATE,ON_SITE,GALLERY,SORT,TITLE,CAPTION,ALT_TEXT
101,"=IF($F102="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F102&""&sz=w200""))",SUBMISSIONS,Print file A2,2021,1h7d0xpJkPrBs5pnmwzPLoNozKo_v1eaQ,2021_Astro_A2_print_file.jpg,EXPORTED,,,,,,
102,"=IF($F103="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F103&""&sz=w200""))",BRAND,Signature,2018,1v0Cxbp5VNDPXRGu5_E-UCyqMY8TkrgWF,sign_2018_BLACK.png,EXPORTED,,,,,,
103,"=IF($F104="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F104&""&sz=w200""))",BRAND,Signature,2018,1ooLD-qafdybgISyFwOfrbUwxl2AwH0MN,sign_2018_WHITE.png,EXPORTED,,,,,,
104,"=IF($F105="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F105&""&sz=w200""))",BRAND,Signature,2018,1OXddjIGfVRlNYvB2hFQGrHdJgzfZeOGC,sign_2018_REALLYSMALL_WHITE.png,EXPORTED,,,,,,
105,"=IF($F93="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F93&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,1JAoDycmJEkihPlrH6k3VMVzk7miHkw-i,2013_Kumbh_IMG_7627.jpg,EXPORTED,,,,,,
106,"=IF($F94="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F94&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,1gdYOPU5chWI64f8KZKc1UzfNZK0QTVdy,2013_Kumbh_IMG_7623.jpg,EXPORTED,,,,,,
107,"=IF($F95="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F95&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,1mq5O52CRQPL_YhrNo8mYXPOFrY_fZt3b,2013_Kumbh_IMG_7622.jpg,EXPORTED,,,,,,
108,"=IF($F96="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F96&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,1tqzRrowTXf7OJ8tZ8q71yIE94Y7eLyD0,2013_Kumbh_IMG_7620.jpg,EXPORTED,,,,,,
109,"=IF($F97="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F97&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,1e6L9coDr3hCeHeu9mbbkGsCcqiJsVlWo,2013_Kumbh_IMG_7619.jpg,EXPORTED,,,,,,
110,"=IF($F98="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F98&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,1PZmsTrIaY0OKubrkQ2xe3UiMZX0FujTE,2013_Kumbh_IMG_7618.jpg,EXPORTED,,,,,,
111,"=IF($F99="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F99&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,1Y_Dg3hAkSv6YH_bsMYUEYnQzyMGTfThV,2013_Kumbh_IMG_7617.jpg,EXPORTED,,,,,,
112,"=IF($F100="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F100&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,1XaampbRPkutF5sEjcTnGYp2wJ_GeGXN7,2013_Kumbh_IMG_8719.jpg,EXPORTED,,,,,,
113,"=IF($F101="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F101&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,12Q6wF2kNVwRfdgimg9GF_ucVj7UGK_J5,2013_Kumbh_IMG_8717.jpg,EXPORTED,,,,,,
114,"=IF($F102="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F102&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,18IKhzP_h9MZxqLf3290F-lOzbkmTrcPG,2013_Kumbh_IMG_8713.jpg,EXPORTED,,,,,,
115,"=IF($F103="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F103&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,1iqbvCsypbOWLMbbLAjiRwVWNGJwp0WfV,2013_Kumbh_IMG_8681.jpg,EXPORTED,,,,,,
116,"=IF($F104="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F104&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,1q78tvErf7SuBK3AqO0d92QRk-SQAy-KS,2013_Kumbh_IMG_8671.jpg,EXPORTED,,,,,,
117,"=IF($F105="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F105&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,1rLNrl27CTyytK4LgI99QZs4_FrojFXZd,2013_Kumbh_IMG_8659.jpg,EXPORTED,,,,,,
118,"=IF($F106="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F106&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,1SQ9OIxbzzY_bSpl4Pt8obhG-VPgqkLrH,2013_Kumbh_IMG_8658.jpg,EXPORTED,,,,,,
119,"=IF($F107="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F107&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,1MBE53Gwmsajubpb5O-ykx2-6am8kyXlA,2013_Kumbh_IMG_8631.jpg,EXPORTED,,,,,,
120,"=IF($F108="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F108&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,19Qi3pP0s7VCe1cls6yFO4STIICct7Etn,2013_Kumbh_IMG_8627.jpg,EXPORTED,,,,,,
121,"=IF($F109="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F109&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,1m1swa8-Seu9vgcRz1E4tcYC1law1xe21,2013_Kumbh_IMG_8623.jpg,EXPORTED,,,,,,
122,"=IF($F110="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F110&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,1bvA0QXQjmDom3oJetmUGM6mZYW8LEXRL,2013_Kumbh_IMG_8612.jpg,EXPORTED,,,,,,
123,"=IF($F111="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F111&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,1B2IEmuJ19xdzQfQVXWFqR9PqdTvYIi4y,2013_Kumbh_IMG_8607.jpg,EXPORTED,,,,,,
124,"=IF($F112="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F112&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,1_wZlZLdb0zbvsp3581yVk47aZFkq3ooc,2013_Kumbh_IMG_8605.jpg,EXPORTED,,,,,,
125,"=IF($F113="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F113&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,10YyPBzn7g7I6aW4zKIkF72o-5sBGpBb-,2013_Kumbh_IMG_8602.jpg,EXPORTED,,,,,,
126,"=IF($F114="""","""",IMAGE(""https://drive.google.com/thumbnail?id=""&$F114&""&sz=w200""))",CULTURAL,Kumbh Mela,2013,19vKJGG_hgktbLj-Po9UUklWwbdi_D0-3,2013_Kumbh_IMG_8601.jpg,EXPORTED,,,,,,
